Created At,Locations,Organization ID,Organization Name,Organization Logo URL,Organization Slug,Organization Topics,Organization Industry Tags,Organization Stage,Organization Head Count,Source,Slug,Title,URL,Featured,Has Description
1694521363,"['Waterloo, ON, Canada']",22390,MarshallZehr Group,https://cdn.filestackcontent.com/Cvq6d24xTluXEZGD1asv,marshallzehr-group,"['10-49', 'Software']","['Finance', 'Real Estate']",other,2,career_page,29521328-manager-mortgage-operations,"Manager, Mortgage Operations",https://marshallzehr.applytojobs.ca/underwriting/24826,False,True
1694520860,['Remote'],12374,RANK Software,https://cdn.filestackcontent.com/KfqHFrsStIIBVjXC59mg,rank-software,"['B2B', 'Cybersecurity', 'Data & analytics', 'SaaS', 'Software']","['Information Technology', 'Software']",other,1,career_page,29520797-manager-project-management-office,"Manager, Project Management Office",https://tucows.com/careers/jobs?gh_jid=5734914003,False,True
1694520860,"['Starkville, MS, USA']",12374,RANK Software,https://cdn.filestackcontent.com/KfqHFrsStIIBVjXC59mg,rank-software,"['B2B', 'Cybersecurity', 'Data & analytics', 'SaaS', 'Software']","['Information Technology', 'Software']",other,1,career_page,29520793-distribution-specialist,Distribution Specialist,https://tucows.com/careers/jobs?gh_jid=5707937003,False,True
1694520406,"['London, UK']",16013,Mejuri,https://cdn.filestackcontent.com/3DLTY70oTNSpgNdOuWlp,mejuri,"['100-499', 'B2C', 'C100 alumni', 'Consumer & lifestyle', 'Ecommerce/product', 'Female founded', 'Software']","['Consumer Products', 'Fashion', 'Transportation']",other,4,career_page,29520261-stylist-retail,Stylist (Retail),https://boards.greenhouse.io/mejuri/jobs/4273249006,False,True
1694515442,"['Mississauga, ON, Canada']",22474,PointClickCare,https://cdn.filestackcontent.com/wUhEWY01R4meZhIujyo1,pointclickcare,"['500+', 'B2B', 'Healthcare & wellness', 'SaaS', 'Team true north']","['Health', 'Information Technology', 'Software']",other,5,career_page,29514395-sr-data-modeler,Sr. Data Modeler,https://jobs.lever.co/pointclickcare/ce78d2ba-fac9-48bf-ab85-8a45de35bad4,False,True
1694515441,"['Remote', 'Mississauga, ON, Canada']",22474,PointClickCare,https://cdn.filestackcontent.com/wUhEWY01R4meZhIujyo1,pointclickcare,"['500+', 'B2B', 'Healthcare & wellness', 'SaaS', 'Team true north']","['Health', 'Information Technology', 'Software']",other,5,career_page,29514393-jr-accounts-receivable-specialist-co-op,"Jr. Accounts Receivable Specialist, Co-op",https://jobs.lever.co/pointclickcare/a272f991-3cdf-49ae-b3e9-5d86ab9754f5,False,True
1694417029,"['Montreal, QC, Canada']",11167,LANDR,https://cdn.filestackcontent.com/qlUIvE7mTHuy3QnoETiG,landr,"['B2C', 'Media & entertainment', 'SaaS', 'Software']","['Education', 'Media', 'Music', 'Software']",series_b,3,career_page,29501390-videaste-videographer,Vidéaste / Videographer,https://landr.bamboohr.com/careers/153,False,True
1694416650,[],16014,TOOLBX,https://cdn.filestackcontent.com/CS4eUf3tS72lRzGESQni,toolbx,"['B2B', 'Marketplace', 'Oneeleven', 'Proptech', 'Software']","['Media', 'Real Estate', 'Software']",series_a,2,career_page,29501375-account-executive-montreal,Account Executive -Montreal,https://toolbx.bamboohr.com/careers/124,False,True
1694416316,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501344-information-technology,Information Technology,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=11,False,False
1694416312,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501342-business-development,Business Development,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=10,False,False
1694416308,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501341-communications-and-marketing,Communications and Marketing,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=9,False,False
1694416294,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501339-venture-investment,Venture Investment,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=8,False,False
1694416290,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501337-finance,Finance,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=7,False,False
1694416285,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501336-supply-chain,Supply Chain,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=6,False,False
1694416277,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501335-facilities,Facilities,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=5,False,False
1694416273,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501334-biomanufacturing,Biomanufacturing,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=4,False,False
1694416268,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501333-technology-development,Technology Development,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=3,False,False
1694416264,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501332-reprogramming-and-genetic-engineering,Reprogramming and Genetic Engineering,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=2,False,False
1694416261,[],20069,Centre for Commercialization of Regenerative Medicine,https://cdn.filestackcontent.com/XLHkJ0KmT6knMriS6tvD,centre-for-commercialization-of-regenerative-medicine,"['100-499', 'Ecosystem organization', 'Medical/life sciences']","['Biotechnology', 'DeepTech', 'Health', 'Information Technology', 'Sustainability']",other,4,manual,29501331-process-development-and-analytics,Process Development and Analytics,https://www.ccrm.ca/ccrm-regenerative-medicine-cell-gene-therapy-careers/?job=1,False,False
1694355841,"['são paulo, state of são paulo, brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494584-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/bdb876cdbbd8-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355841,"['são paulo, state of são paulo, brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494583-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/a383bce89c99-reputation-and-media-coordinator,False,False
1694355840,"['Santiago, Santiago Metropolitan Region, Chile']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494580-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/683b94d52061-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355840,"['Santiago, Santiago Metropolitan Region, Chile']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494579-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/0d3f5efd99d5-reputation-and-media-coordinator,False,False
1694355839,"['Santiago, Santiago Metropolitan Region, Chile']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494577-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/69d3a7d8bc70-digital-advertising-coordinator,False,False
1694355839,"['Salvador, BA, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494576-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/da01d35ce25c-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355839,"['Salvador, BA, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494575-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/be65c0300997-reputation-and-media-coordinator,False,False
1694355838,"['Salvador, BA, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494573-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/5ad27ca60b24-digital-advertising-coordinator,False,False
1694355838,"['Rio de Janeiro, RJ, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494572-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/a8988161dba9-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355837,"['Rio de Janeiro, RJ, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494570-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/47221e7b3aaa-digital-advertising-coordinator,False,False
1694355837,"['Paratibe, Recife']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494569-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/7ba0ee0d3366-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355837,"['Paratibe, Recife']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494568-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/62e940cfefa4-reputation-and-media-coordinator,False,False
1694355837,"['Paratibe, Recife']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494566-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/7c5b1f813b9c-digital-advertising-coordinator,False,False
1694355836,"['Porto Alegre, RS, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494565-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/e6a2e1c950de-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355836,"['Porto Alegre, RS, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494564-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/4ccc54f5f775-reputation-and-media-coordinator,False,False
1694355836,"['Porto Alegre, RS, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494562-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/4c58b313fc9b-digital-advertising-coordinator,False,False
1694355836,"['Montevideo Department, Uruguay']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494560-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/47310fd1236b-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355835,"['Montevideo Department, Uruguay']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494558-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/aac5c6c5cf22-reputation-and-media-coordinator,False,False
1694355835,"['Montevideo Department, Uruguay']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494554-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/d1db8e92b633-digital-advertising-coordinator,False,False
1694355835,"['Mexico City, Mexico']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494552-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/df06c28db6dd-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355834,"['Mexico City, Mexico']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494551-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/ae044e3f0620-reputation-and-media-coordinator,False,False
1694355834,"['Mexico City, Mexico']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494546-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/fc0fd41831a5-digital-advertising-coordinator,False,False
1694355833,"['Lima Region, Peru']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494544-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/bc31696678dc-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355833,"['Fortaleza, CE, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494543-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/36f3fcdff5a5-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355833,"['Fortaleza, CE, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494541-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/9ba1d694f929-reputation-and-media-coordinator,False,False
1694355832,"['Fortaleza, CE, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494537-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/842f819d366a-digital-advertising-coordinator,False,False
1694355832,"['Florianópolis, State of Santa Catarina, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494536-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/acffdaa6be59-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355832,"['Florianópolis, State of Santa Catarina, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494534-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/9a9bf9cb5e7b-reputation-and-media-coordinator,False,False
1694355830,"['Florianópolis, State of Santa Catarina, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494524-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/95e7c5f26f7a-digital-advertising-coordinator,False,False
1694355830,"['Curitiba, PR, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494521-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/d03110a6efd2-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355830,"['Curitiba, PR, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494518-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/625e3df95476-reputation-and-media-coordinator,False,False
1694355829,"['Curitiba, PR, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494513-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/bf3a07a42633-digital-advertising-coordinator,False,False
1694355829,"['Buenos Aires, Argentina']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494510-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/42d222e10d0d-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355828,"['Buenos Aires, Argentina']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494509-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/026ff0291877-reputation-and-media-coordinator,False,False
1694355828,"['Buenos Aires, Argentina']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494502-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/88775e1ecbd1-digital-advertising-coordinator,False,False
1694355828,"['Brasilia - Federal District, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494500-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/8197794a4345-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355827,"['Brasilia - Federal District, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494499-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/32e1754f3e94-reputation-and-media-coordinator,False,False
1694355827,"['Brasilia - Federal District, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494494-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/6a045bca41c6-digital-advertising-coordinator,False,False
1694355826,"['Bogotá, Bogota, Colombia']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494492-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/504b0c734994-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355826,"['Bogotá, Bogota, Colombia']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494489-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/98c72c41b0cf-reputation-and-media-coordinator,False,False
1694355826,"['Bogotá, Bogota, Colombia']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494485-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/e673e7de6cfa-digital-advertising-coordinator,False,False
1694355826,"['Belo Horizonte, MG, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494483-sales-enablement-marketing-coordinator-at-keycafe,Sales Enablement Marketing Coordinator at Keycafe,https://keycafe.breezy.hr/p/75cb9a4b2835-sales-enablement-marketing-coordinator-at-keycafe,False,False
1694355825,"['Belo Horizonte, MG, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494481-reputation-and-media-coordinator,Reputation and Media Coordinator,https://keycafe.breezy.hr/p/8e05d39114d7-reputation-and-media-coordinator,False,False
1694355824,"['Belo Horizonte, MG, Brazil']",21749,Keycafe,https://cdn.filestackcontent.com/LQ7PY8KRImOAzam82NR4,keycafe,"['B2B', 'Hardware (non-robotics)', 'Proptech']","['Information Technology', 'Real Estate', 'Software']",other,2,career_page,29494477-digital-advertising-coordinator,Digital Advertising Coordinator,https://keycafe.breezy.hr/p/4de885cb980e-digital-advertising-coordinator,False,False
1694355443,"['Phoenix, AZ, USA']",18514,Turo,https://cdn.filestackcontent.com/s4A3rKp1QtOBzZCi3wp8,turo,"['500+', 'B2C', 'Consumer & lifestyle', 'Marketplace', 'Software', 'Transportation']","['Ecommerce & Marketplace', 'Finance']",other,5,career_page,29494002-capacity-planning-manager,Capacity Planning Manager,https://boards.greenhouse.io/turo/jobs/5330375,False,True
1694355285,['Canada'],5975,Dialogue,https://cdn.filestackcontent.com/rHIVB4fRWeXyajvqB0Ly,dialogue,"['100-499', 'B2B', 'Female founded', 'Healthcare & wellness', 'HR', 'SaaS', 'Software']","['Health', 'Wellness and Beauty']",ipo,4,career_page,29493766-send-us-your-cv,Send us your CV!,https://boards.greenhouse.io/dialoguehealthtechnologiesinc/jobs/4968900004,False,True
1694354991,"['Austin, TX, USA']",9403,Algolux,https://cdn.filestackcontent.com/OawGVuDSKyGNYeWjS3Lt,algolux,"['AI/ML', 'B2B', 'C100 alumni', 'Software', 'Transportation']","['DeepTech', 'Hardware', 'Information Technology', 'Software', 'Transportation']",series_b,3,career_page,29493202-principal-engineer-sotif,Principal Engineer - SOTIF,https://boards.greenhouse.io/torcrobotics/jobs/6923363002,False,True
